0	0						
1	0						
2	0						
3	0						
4	115						
5	163						
6	148						
7	137						
8	116						
9	150						
10	157						
11	119						
12	111						
13	134						
14	133						
15	114						
16	118						
17	108						
18	99						
19	110						
20	114						
21	125						
22	119						
23	103						
24	107						
25	112						
26	100						
27	119						
28	122						
29	138						
30	121						
31	120						
32	110						
33	118						
34	103						
35	118						
36	118						
37	126						
38	169						
39	137						
40	110						
41	108						
42	137						
43	205						
44	132						
45	110						
46	118						
47	267						
48	582						
49	385						
50	130						
51	131						
52	192						
53	295						
54	299						
55	143						
56	82						
57	127						
58	115						
59	111						
60	97						
61	87						
62	91						
63	89						
64	104						
65	88						
66	75						
67	79						
68	78						
69	81						
70	85						
71	95						
72	79						
73	82						
74	77						
75	83						
76	79						
77	98						
78	87						
79	76						
80	90						
81	86						
82	87						
83	90						
84	90						
85	94						
86	101						
87	82						
88	129						
89	196						
90	377						
91	586						
92	837						
93	658						
94	230						
95	97						
96	94						
97	83						
98	125						
99	156						
100	206						
101	242						
102	236						
103	115						
104	91						
105	93						
106	97						
107	104						
108	137						
109	106						
110	77						
111	72						
112	63						
113	83						
114	81						
115	75						
116	80						
117	102						
118	86						
119	73						
120	74						
121	87						
122	74						
123	76						
124	81						
125	88						
126	75						
127	92						
128	79						
129	90						
130	67						
131	72						
132	85						
133	83						
134	84						
135	94						
136	74						
137	77						
138	90						
139	89						
140	81						
141	92						
142	70						
143	80						
144	82						
145	97						
146	108						
147	95						
148	85						
149	72						
150	93						
151	126						
152	120						
153	107						
154	82						
155	74						
156	73						
157	78						
158	66						
159	63						
160	59						
161	81						
162	62						
163	70						
164	74						
165	73						
166	86						
167	69						
168	71						
169	86						
170	80						
171	101						
172	80						
173	86						
174	114						
175	101						
176	111						
177	90						
178	86						
179	91						
180	109						
181	124						
182	108						
183	115						
184	92						
185	91						
186	89						
187	84						
188	126						
189	145						
190	146						
191	195						
192	196						
193	270						
194	400						
195	604						
196	806						
197	1109						
198	1268						
199	1205						
200	1020						
201	672						
202	475						
203	284						
204	182						
205	314						
206	644						
207	857						
208	597						
209	262						
210	118						
211	63						
212	65						
213	51						
214	55						
215	57						
216	35						
217	71						
218	61						
219	45						
220	56						
221	61						
222	48						
223	39						
224	61						
225	58						
226	54						
227	55						
228	56						
229	46						
230	48						
231	53						
232	57						
233	41						
234	47						
235	56						
236	48						
237	52						
238	61						
239	52						
240	45						
241	45						
242	62						
243	61						
244	68						
245	47						
246	54						
247	51						
248	55						
249	50						
250	60						
251	55						
252	57						
253	65						
254	62						
255	64						
256	62						
257	74						
258	65						
259	73						
260	62						
261	61						
262	85						
263	103						
264	91						
265	99						
266	112						
267	135						
268	137						
269	183						
270	240						
271	253						
272	256						
273	263						
274	253						
275	200						
276	181						
277	148						
278	104						
279	79						
280	87						
281	84						
282	75						
283	69						
284	64						
285	69						
286	76						
287	90						
288	91						
289	95						
290	97						
291	98						
292	65						
293	65						
294	55						
295	48						
296	64						
297	47						
298	58						
299	77						
300	65						
301	89						
302	73						
303	90						
304	81						
305	86						
306	82						
307	75						
308	67						
309	62						
310	71						
311	57						
312	55						
313	56						
314	51						
315	50						
316	71						
317	76						
318	69						
319	73						
320	51						
321	35						
322	38						
323	48						
324	41						
325	38						
326	51						
327	44						
328	45						
329	43						
330	43						
331	39						
332	29						
333	48						
334	40						
335	35						
336	37						
337	41						
338	34						
339	35						
340	39						
341	44						
342	27						
343	42						
344	44						
345	38						
346	39						
347	41						
348	43						
349	30						
350	39						
351	32						
352	21						
353	32						
354	33						
355	33						
356	38						
357	44						
358	43						
359	39						
360	40						
361	31						
362	43						
363	33						
364	35						
365	27						
366	28						
367	30						
368	26						
369	19						
370	30						
371	30						
372	26						
373	29						
374	19						
375	25						
376	35						
377	29						
378	36						
379	30						
380	31						
381	28						
382	17						
383	21						
384	23						
385	28						
386	25						
387	16						
388	25						
389	29						
390	24						
391	25						
392	26						
393	28						
394	26						
395	24						
396	22						
397	25						
398	27						
399	21						
400	33						
401	27						
402	24						
403	20						
404	26						
405	18						
406	24						
407	15						
408	26						
409	18						
410	22						
411	21						
412	25						
413	31						
414	23						
415	18						
416	22						
417	20						
418	22						
419	26						
420	23						
421	21						
422	13						
423	16						
424	22						
425	21						
