0	0						
1	0						
2	0						
3	0						
4	131						
5	174						
6	149						
7	154						
8	150						
9	158						
10	145						
11	134						
12	126						
13	106						
14	130						
15	120						
16	123						
17	123						
18	114						
19	111						
20	117						
21	84						
22	134						
23	150						
24	119						
25	118						
26	92						
27	127						
28	105						
29	127						
30	119						
31	104						
32	116						
33	112						
34	126						
35	99						
36	105						
37	104						
38	137						
39	122						
40	99						
41	97						
42	139						
43	182						
44	133						
45	102						
46	127						
47	246						
48	481						
49	261						
50	122						
51	132						
52	175						
53	266						
54	220						
55	114						
56	84						
57	100						
58	124						
59	112						
60	85						
61	91						
62	69						
63	74						
64	105						
65	85						
66	84						
67	106						
68	81						
69	96						
70	89						
71	99						
72	86						
73	80						
74	88						
75	68						
76	87						
77	72						
78	80						
79	92						
80	105						
81	85						
82	78						
83	93						
84	108						
85	110						
86	94						
87	104						
88	142						
89	260						
90	471						
91	683						
92	934						
93	629						
94	196						
95	102						
96	92						
97	118						
98	126						
99	151						
100	210						
101	250						
102	226						
103	122						
104	96						
105	72						
106	99						
107	132						
108	120						
109	90						
110	85						
111	80						
112	68						
113	89						
114	73						
115	88						
116	95						
117	93						
118	113						
119	79						
120	94						
121	62						
122	70						
123	78						
124	74						
125	105						
126	68						
127	81						
128	83						
129	86						
130	91						
131	82						
132	94						
133	73						
134	88						
135	97						
136	101						
137	104						
138	98						
139	91						
140	98						
141	95						
142	99						
143	94						
144	85						
145	129						
146	117						
147	126						
148	107						
149	124						
150	108						
151	150						
152	145						
153	101						
154	75						
155	82						
156	73						
157	79						
158	77						
159	74						
160	71						
161	70						
162	74						
163	92						
164	81						
165	75						
166	83						
167	82						
168	85						
169	71						
170	98						
171	98						
172	117						
173	109						
174	150						
175	133						
176	125						
177	92						
178	105						
179	99						
180	117						
181	135						
182	146						
183	117						
184	91						
185	100						
186	117						
187	119						
188	140						
189	160						
190	153						
191	189						
192	226						
193	304						
194	433						
195	720						
196	964						
197	1304						
198	1416						
199	1377						
200	1153						
201	875						
202	546						
203	343						
204	252						
205	400						
206	800						
207	932						
208	646						
209	272						
210	108						
211	55						
212	63						
213	48						
214	65						
215	54						
216	54						
217	50						
218	61						
219	64						
220	45						
221	36						
222	63						
223	42						
224	54						
225	47						
226	44						
227	68						
228	69						
229	59						
230	39						
231	43						
232	57						
233	50						
234	61						
235	46						
236	47						
237	54						
238	47						
239	59						
240	39						
241	59						
242	51						
243	58						
244	59						
245	56						
246	57						
247	53						
248	55						
249	64						
250	71						
251	57						
252	62						
253	65						
254	60						
255	68						
256	68						
257	81						
258	70						
259	68						
260	74						
261	59						
262	67						
263	72						
264	87						
265	112						
266	123						
267	140						
268	174						
269	218						
270	243						
271	263						
272	273						
273	296						
274	297						
275	232						
276	209						
277	165						
278	130						
279	89						
280	88						
281	75						
282	82						
283	82						
284	56						
285	73						
286	81						
287	83						
288	104						
289	120						
290	127						
291	96						
292	78						
293	66						
294	44						
295	60						
296	58						
297	58						
298	55						
299	91						
300	71						
301	82						
302	69						
303	82						
304	89						
305	68						
306	74						
307	89						
308	77						
309	80						
310	68						
311	47						
312	74						
313	58						
314	56						
315	58						
316	44						
317	51						
318	50						
319	53						
320	48						
321	44						
322	48						
323	47						
324	62						
325	55						
326	57						
327	51						
328	40						
329	31						
330	36						
331	45						
332	41						
333	39						
334	58						
335	37						
336	58						
337	31						
338	33						
339	42						
340	42						
341	36						
342	41						
343	43						
344	44						
345	40						
346	34						
347	44						
348	35						
349	38						
350	41						
351	39						
352	38						
353	36						
354	34						
355	42						
356	20						
357	35						
358	39						
359	45						
360	30						
361	42						
362	38						
363	33						
364	30						
365	24						
366	24						
367	30						
368	18						
369	29						
370	27						
371	20						
372	29						
373	43						
374	32						
375	23						
376	19						
377	26						
378	28						
379	25						
380	22						
381	21						
382	25						
383	24						
384	34						
385	21						
386	22						
387	20						
388	23						
389	27						
390	29						
391	22						
392	29						
393	19						
394	28						
395	22						
396	24						
397	26						
398	34						
399	28						
400	18						
401	25						
402	24						
403	19						
404	21						
405	28						
406	15						
407	20						
408	23						
409	28						
410	16						
411	18						
412	22						
413	22						
414	21						
415	16						
416	23						
417	20						
418	21						
419	23						
420	22						
421	27						
422	19						
423	23						
424	26						
425	21						
